commit,wasted
92c7e400594cea703bca781226732cd02cd25f41,4471
105c26e623d016b3d50a40e1055fc2b4073f2ec6,3742
a54609ba16ad7b71e14f6b6cdb41af40f98c333b,2
dbc6a8368da0e26146013b18d3858b6dbb5739da,146562
4c6083580a55b663d666d0fa8abc41bd6bc12475,66897
103d23719b03555425286fb8ac96bac7dcb08544,52005
dd404cd70108432a8cef9de5fc7aefb81b749955,6314
76840b36cb14f623d3491ce96e24a40215de5fb3,3115
91a5db808d24d187b816c4b610f1f232cf92f9f3,4448
5a5b9dd3bb52cb0f6672bbda8a29eb26600bea06,4
856476d4418390ca89ef161e31faf61248eeaa1d,2774
6fbd2cb82ac53fb43204fe66735391295e615730,5
57b0c5a9564f1ea343291ed499d95220887e13ab,339175
20aaa2dcaa7b6fa539bcdbdc91b05c8ef615619f,291
0501e2695d1b7800885d36202e506b149ca21f55,573
88d51c13b1e665bdd8f1ee80db7c3c829c9ca60e,37489
f54a4367eb98c4184a6d668c5fa60f939037aba5,7042
29a9b583bd0dbd45155263820d9a6a3cf6cfd33f,182234
44f33159f870190ff26aa729d3f8cd510dd86885,30354
38cdfeea45df0f65a4c85ea6fbdfc32f9a53d227,219135
fed6bdcf5e38fc19e5a19de43901078d4c320115,155862
fe6ef267205f903eeade53a03ffc35ff6954d2a6,155862
6195684bf0b16617946f5a6f65e6ff2d2982cdf3,128007
0db5bfc87caf33a0637d2f99bd5a9b74398e12ad,277011
f03a4fe933d9472d0b0d22bc29bbfcf2076d3a18,12941
6ef9e3bb92c1bf0e284e8f267ed29a5e66201a97,660076
8fdc0384ca9d1bd3c592e9198220d1cdabd68f50,9
c90c086cf0a192d10a84b7083c7814a550e42c21,153993
ba52cde0b5138dc1c9ee7a47162e735433a8d477,3342
4a3d8067ef2af97d4e88a6ebf512e61ff2522583,277068
a1b8dd1c123a779f211a880005feb194cde4dbe9,128007
2f59fdb2387e08a427d4b60ac8706cb63ce3a342,277004
3497fb3bd81c6f2d9e145e52844fb0ec4921d8dd,299977
34fdae6bca60901783fefc17e1715b1d0b24eaa5,299977
58123a2fabfd3a91d036dc3f904a2f241e1b3d0f,299970
c0b1ea7cbec81b427bf332f9e313e3b21675e7b8,648
70d6243fb22db1db660e79f5604218c75cc4678c,103463
69036a94e0c6aaac750eea651b7d9ec3779c8d13,16
51e47526d3212fb1424aad44d0537a3243163be1,715
e6bcc1111e7cd87a2d128ba253e15cd7796d32bd,690
fc904594952c19dd914c74d146ecd241e054a6da,31
18d606a79439ae4888a418cf2a21149282f7eee0,8
3909cd326f28dfb00806f665c999ad4f7a4115a4,15
f99095ecd0818d180f55aba6e2bbfb520c5f5566,572
16f2e6e02031bfec3219e31f5248624bfe6e6d30,242
4bbada19b7f24607744c0b3db76d2b2757a82888,590
cf139faeff60dd8191258ba7ff894a79a543faf0,690
6dca8bf3fbceaab431072342621f6e11b918c59a,512277
2cb39d6162291d7c5608abc7e0748de7a78d939c,3596
31cf2a35a7a1786907c236f56c8ab7ed93575fc1,6009
f917b1f998c7559ff61994d3c551b87e17427f50,2793
46e744c553e53ccf08c2530f6415a45ac2d84119,147414
257bc28f47ef96df71166a06d642fe58cc592ee7,1059100
ce84ac9e8a3f4d5f161b17a934ca31acba850bad,57
6b81689749dd0145892448feef67f111fe36502a,3614
a94bbf8e5e3aafb236a059f82b855d16dc033d9e,808
a0fa99ba48c7631fdd3f4f3c971de6567e6de0e4,1
c622a78fb5b4bd1a7273faeb630d81ad4198eb18,32676
54be818a3b02d4f9548c00ffc2a74c3cc28b5798,30
79f716c70f5f17b5d44914f8de7cd717b0c8fd82,50
510fb17b3eeb4ce2bb299ce1de095e3b50aa73b8,8590
7da498119248b5e73bbb88980f6cfd930dc64a98,76
b15ef95e4107b35404a890272f098d496a142fad,3272
beda533a306bddd50811ea049c0d6a8f18752167,53281
0bcd78116f29c369e702527d2a1187f3cb256db4,58341
c6da530f74fe1bf570562e4a4c52ca2ff27e9ad9,16093
7ec35818bd09283229156868c476bf719eb48a3e,13
289dad87d4aa9f5552d243f58ca4bdded389b268,104504
1ed9049041e435af2de83fbbb15548b8c0effb95,4001254
2f3256d3251941ffa6242c11108aa70a8dec045a,78198
794455418c0529ebb41f8a4c39c83a086fd8907f,2582
cafd8b61e10886adb65b07f486cd490af96a08fd,7
4dc00e8ccf75cb1046660d033be2ff6a62210ce7,7
8a90b7994b0f9f7c910e10d0f56cfdaca9fef42e,1357
3de22759aa99cc49742159c9479b5e78e09af365,3
f210babfc615d558d5eac05914671c80bafd9b7c,1761
a39bf8dd24aaf75df24af8afba4372a7e21983e5,6
68e583430278668766227712dfd7a68cc9b8f0e7,3
f19775e62779775de30d170fbf30673cc1314a05,3139
5660048c29a5467cee5190017222050a2d8f9e57,22897
cacfa8670e5fb4467b609ebe39c748a690daaba4,1537
b83f1fbf8388004807f40f19b922d4db2ad56e6e,3354
25dc47ab756cd9ff772f54da461b2782bf491ce4,225
f2cb4689420b6a3116b6173c0c2052afc7148850,443864
3215f8ea3a3999c2b8c5cd4e9b3564563f901288,716
c0b7ccf20ed823e9a34f5ca239ff07f53944d67b,1528
93f264ef7e44c00fafe236e520260f3a9d1816aa,491
4ba0ef29f03c0803fbf44046d1f73786ae415209,7028
e98da6393d0ed57ca0a0dc8c2ff44113c500756f,682
881003267bb42816d861964920da55a7af199710,490
d3c7f6becffc7830f8f4c26b6cef7842d4a8ac4a,2466
20c21873f094c77e14b700ca0384644f9a575397,450358
4b98b1c6890eae3c007ee68e2f41a7a3b26a3623,67406
2e20b9a45a7bff8c38dc657bea86236b324cd639,52449
3783ea9b0917c8a0cbb66654549ecdb9b5c901b9,1222
4ec292eae9966da980849d3bb25744ab413932c2,14
0671ecff9f2274ced36759be95f246e4a1dd155c,1668
392e9d260bb692e4fa404848e70c6dc7ea61c36a,3235
32143e8935111574a1b54e375d90ad342da783c9,190
c86680370d91fb875f088646e0fd828ba3b11e5f,6493
a8201c689190500925790f0d5fe1263060dbfd26,139654
d20271a36294f478f8f4dafbdfa6862bb5554d42,12
dce1caf5d1b78af4b24aade3037c0a9fc9eaadba,964
b1f3d31410159776d79210cae95d13683fd0dad9,5957
a8f513f4f24ad257dac8b6cad3c27cde2c537cb7,579
fc42945adcb3b79f9f84120c2a0d8750bb38abff,25
25439cfb3a4ab00776f94ca7f510b4f896430584,551
486c31af171fff811f553ceb027d1579d8ed9875,672
c91f0a27f3ce5e912d7eb0576ef664d3170500d4,196
aeb52af1fd39e82c49a185b711c5c57e50fbcd78,579
530986ae14acc32ae6364f94bbede43edd01523a,20073
4b08bc496fe4945b25580d004b7f8745d00f7b15,1017
271ac094ebf1682a213221bae0ef92966cedca47,3112534
f37497aaa8ad395b0a5cfd9c8b8be8d8fef1e15b,6661
fea1eaf1d65c97743e2d4188c8ae5dc5fc581e2b,5364
6edcb21cb8eb97b2650299f94a6a8dcc5b564fbd,71459
1a9260c9c962189ab6c4291b7d84a09cffba88f3,5674
df57e35cf7d9c9e71a31b5d3e33816c036bff670,4157
a241bec4bfdf19d13ab739dc2a591715782852b3,4411
5797dda763e0abfbe2ff4dbe63952f8dd660e6d0,10
ccb38117ee79fdf5aba6e530efdebeed886cd31f,512
dd7859e383c70183b90c88e132638495db566dba,13
fd61bfac43ee03db00994416c32a942030528ed7,4003931
56f55ff5639c1ef56983813d2adf7d30ebf2f12a,5702
9a52df2d84cb36f3cbe7ff7540578ee0f2713c7a,830
7b8f37932c5728b03e8677964ca625b3d265260f,346
bd10c0ae193008d3bc951fe48c680e7f9a30e9ce,479
99d98e963c7098bcb3218a44b389ba385484d968,1864
7a69157b3e803935f9c531aa16d8779798e48f21,1236
061f5a516b09f3115034e22d2f902849d31cd07b,113
da12842c49d0bc0501342d2eb6a53a3ba3b7ddd1,384
6b00582f8fcdd02b3714d51e81ba309ee9c64967,1974
63bdc1851dcf9c9f8c4f481780654b729ad283ee,695
3bb51ac696943a69fc5dc72e2577d64c242d8ca3,67698
9deeadcba8672c9581c0ab13f913d364907887ff,3596
21004c41766bc21cea2d29a6902f71691ff3cb29,4465
299c39f2ce0c52f9dca2468b9d252ee58ceeda37,2187
440374703e61c2ec49199582f244c97616582102,2
7dd432cd5deab38be514a4bdb57a7f482d03cf33,132405
bf6388f3481baaab1315dd3e69546efa5c0756dd,1
6b111d9b1c4e63989e2d768206bf1e84646f6ebb,20
3a3959530b349010585501e3829a08f773c3055f,8422
626094aef0301bd2d8e0dbdd5c480e67fb1e4557,3862
34589324f043cec1bd8b392c1fd8cde45cacbff2,17755
8bfc149e7b626cd8de8a6b909bf6f51ab2bf5687,106056
3f969c76a6fa4c374df6e67eda0f736af4c00a15,661905
e93a3b1880534409b92a18a216341258ce7f97f4,45174
de6cc6c29762fcc5bc693c35be298d5cb0d1bf75,2
89791f797cdc173b4b1ecae641bb1839b5bd83f7,3129047
6d85a9a4b912cb98986cef07976ea04f52dcc5f1,20
595c21fe5d6f908cd3db6cee4ea5b027da724859,1165
7556c38bc84c4d20dbba64c2a6fccfdf15cda02f,2016
53491703c33410fcb51bb6c603b73a9af96ec14c,261019
f2e561afecc8a4845b12578c259a1428d0fc5be4,19
7ade0c317727648350f31c20ba239da6abf965e2,13783
8a4a10b2c066cd646fc68c671655654308d8d377,29660
cf311bda60da7c6b166bdee28937fff097009508,2841
7678ea996fbf0fcd146bd7ffbf75ab450db7dd4e,84683
7c1af9ef1441b2097c815758670b70a690598d62,21874
17db55200b31494427d26803da93b59be90c239d,11211
fafeaff7db6ddd2a29ba0346b519612c43286e52,1403
fc915a6a460ea5cb12807832078a70eab8f82050,265
4dbe4d1878f18c7879b2f8ab460b46efc3ff5c93,29549
b5209cbf5607f7505cf511400ae3cf47e34288ff,48025
c134bc89e3578470dda598d83325850cc906e236,20702
8afb54980a90678af2ab25813f3668dab1e3641c,35477
7393c91391299e984f92bef8860ad1e76b46c56b,27
ea21344da593f5c5b313897ebdbfed7514ed6a01,24344
ddf7c9322d112d89efebf2d95922adad671dfcaf,10774
229af47ec972c655b66a1ec707b947bba31a85ad,12184
29160d82b0cd7bcee304725cff1938c43ce66184,1
a8c16494236e204f390805dc88ead1c38608411d,963
c48ac85f2300444a9889062189425c4f54e2e12e,339106
3ef529f1a1e1a694145352e6d5f97a461ec621d6,151
8e06ab16d011bb1940be6bdaa298a4cbbf0d236a,2186
38a2ca7f3f95e6878db0c70fa2283824957154b6,752
27a1758731f23dcb2049c4808d1c1bc4641c1662,12115
d504764eff52354d4993863d72d1342bcdf704fb,2728
f0381851eed68826225de1612bba7174a6a07c50,5696
2c32a21a329919e0871442f689d149e0b5301d8c,12110
773f8857b4fbb534d7bf9ed7cf1fcc69f7cf5d1f,1
ca46831ace3bf16cf18608b00277e8d3a279d0e1,5696
860fe554d9c1e0d0c2fc2428c64f2021e8da6250,1118
aaad4ccf3404b6d189ce2a4bb5b0daaadaf99f66,141990
ad122fc9081cff00a6a9a78895e2e0c9ec3028d9,365
d8994f04d0dbd64f3ae6c953ac3ceae8503663ab,1590
d08ecdc3b8e129419a793e45cd7531fc10c2862d,6201
fe4f692793ec79ee0592483f3c4aa2cd6da2792d,328574
f64b778260328964146a486d6b4e7c03a2386d0d,12014
45d9f8194a28f8f47bc05744d411b013b3e621cc,31125
62aad0c4b8bd600b6e4596fa4ae4b17b907ba9ef,347242
b6037ec0a53a6a1c90af8c3de5eafe8b93deb397,257302
27a6d2e9f4ebf1449d4771219609d8483b2ba04e,40
c4424b597d3d062764574502e9b400ab812d4caf,1163
44523f4679bc8598faaf74d40b4be4924c0e3532,1163
477d7ad803e0fb91a0f414e49df0227625dd911c,16
be82397241ba50f2b7f1348cdb81daefac54c661,2967
1bf8bcae6fbffde50aff4c5c1fe0c2b4f08b078e,132
17e3c3199272204cbec0d1927380ce7bcbcdb2f6,239432
244d60ca05971470997d0efc6b046459dc2f0cd2,3730
79d4c57877e6671026cc394ef9f086503aa6ab36,3
cb00be643ad9b40903504d7e797c5accba28bf7b,21
52d68ea4b3c0193c51cfbd27a09280ee83873bab,8541
81a5dacbc4fd5f40729577b337ae82aa39eb5edf,2512
f13e04ea0c004d6f1c1d3b79d8788c7a7a8bd58d,88
a015651b0c38a9017ac2ecd750d72aa5bb3dfc88,10
bf792a2fd6410221ed81c24c3c3c4fc1cbaaf1dc,62404
f1583504cebe0d0fb87ccfe24773f9280770864d,4514
0dfa248326c619d4e881430ba57e22cdb922b916,40482
c574671aa2c2d2080402538b204b05ae606f4ae9,5015
2ba8b3ec4c24984aabcf6f1c824db383033e0068,393
d1cc6afe5fe1375ab1519f39e8d6ae3d405d094e,46087
f091e9d6e530720ef6e6d8b72251e509adb3ebc5,8
087ce98928e24d14530563d8a8ac919e4b2b25b8,12
a6c831f4e01f3bbceca32b7afd7de416691d93f7,11074
65f2db5c210d3ee81729f411553f2edd4e8d6006,3017
22a27ed953f41780b26b55004419a88066b81e98,1038
af536b3632e0e301a5a13fa45fbeb088fa47bd45,7562
da4c6bae11636f5731496571d1e09bdfb051fd80,38
0b7f1272a4881e7ae493c51c3ddc4563c8597833,340749
c7b90329cdb953654d8d26435c146f87d76ec47f,128
95e62c456978ddbdd1b602af70cbca3fce147a50,6
223939d54823eba91add5f176c7a1eaa7fe12855,353
0c24b69db286abcaff874b71d5e43f4d770c4f36,2039
be0da788f6fca9d95c2d667e619bfc9939cefb65,3
00c6d55ac9a5f94ba008e28cc9ae3eb6b49a76c1,46084
2bdf3039d063e38616208cf9a6f89129c9292374,1009
e4469e0aeb13a7b43efdc0dba1db64ce9eb2f96d,22837
7a0308cdfe234326322290c2f235314e4fbb1694,48309
8c6ff33bef12cdfed35b15a90c3fd13bdd723b42,5152
0834a5ba49dbb97e9c1dce0566730aa5d5282037,28484
6b8e4e08324fda33a7583e364a96ecb265411015,422
0bec0a3ef944436d9b1fa2ed2de16d2a4e0d3462,14140
66293ed61a7cbad4d6a1d47f79c6f45deace155c,27916
3d6a073acb5fa6c93fe96d37e2f8b429593f6c19,5
da701249091048ac8545889109b8039b7124883a,12571
667e0e58270761ca9712aef9bf39ee1e1dc4fd3c,519
23958f40bf801edddfc4082932278192b361d84b,839
713dacbf67988c1c63af9e4e110afbaeb59727b3,2848
3ccbaf93674b737012554b39a784abef9dd20a04,632627
65db3c635eea5324676c8f85d13e0058d66ce1b9,4599
57ef91409a99fe84b773c558298af52144d8b74d,170
4c24a73c64ad7bec0265740cdbf135d8ce6ccebe,22488
7ae5c7b0d3672e71fbf4f2b531a24b4198f816db,40050
11ad17a0858e672a76c7d3c57e22bfa0e5b5037e,31775
6d1a56b5f6dcf8acde1046cdf28756c342cc0a68,53
4ccbbba7c8e0139b3aa4dcdae6d37c9596393084,241
357676b6dea6694df1aebdf3e9d8eabf38654ec8,1
6a8650cb7c6e0d2d249db985e808fb3cc60a97fc,19
89c428bd8468db2e7b9d5d94168fd370104fe085,47238
010c74f61cbdd4b9044c48e9fae1d8e7a15d3d75,7621
dd086effd06434ff21b8ec24c1e5971f41d64988,2048
77ae52d07a8602e6e08452dc0a8d68a62d6c555a,44586
d4f4fdd68282018f40e33667aab25a0feb684f14,2356
6bf5d02627aba2c3a92ac3e3f4f83ec856d6df18,33
b6ad182a70621a36ec02acfe7747f049ae1601b8,80532
0aa304e65620be4f3d23a0601007e69dbf03fee3,494
d91819cb43f7ed77d365ea5f4cc9b5f4ac7a6aa9,58
422de0505c69b731fbb993b33a6dda286ce05dba,1188
a8f9fcca32c338abf18008d5fd962bad77c8b3a0,24062
281f94ca83746ff046a25453e8b813e2e0626011,1387
58cff7a41849d6ac954031ea20edb6d3bb23f306,656
7258e428b9d28130d21081457464b71415928c6e,99
f94df0e3894d0474f16e0ffb66a9e78b62771cd3,133587
be36071d353f6bf64f174c3d7813946e7f9f7b5f,112637
85c42e9270d9689e08b2864a5292ae801ecbfd67,663850
19e4d1d6e202b3a92b31b343461f46aca288f2fe,1486
74e8fb06749466122d723eee2723035f555ea136,285
af0c4c6045ec4abfccd819a9f56a5ffa3879e665,31442
2fa091fe6823ac423bfca8c12a6dcbd1f3d3dcd4,1521
9148775b6ee3713a0a74bf4bae29898b3894be54,259
5d546590c49aeacc00bc510d0ff53e0c4bf500ba,1784
3c319e5de8b8d265ee2a8a368c90b3894ddad6cf,19208
da864056e467e518702b4a27d112f17cae586bb4,9523
373e5b6e4d2638fea0dc913fb01e4c00d33c9012,9
5be7bbd5c372ead0a75ac2192a0d942d549b1c4b,1043
ad017e1b394b07836cbaae0199836f042024a285,3
72d510941ac1fd10027743344c61bcc5bff350cc,2301
410ec5227643413583208956dd0addb1593c7ab2,1165
83f4c339b7b91fdd8b9e02b9c6e560aa5a53b24f,2
ac5023060c1cd356ceb39dd1b17de7df7f2eaf43,7723
57147ea6c6897ba7222f5f00ff724772a5c97c9c,125592
09604b06748bc308d9bf046bb7da3cca283acba2,104137
e3f1cc6b91ac786160f2ea27023c67c7561e7d2a,6
24dda722f14f58743c86b07438f9f9e189d20949,866284
05d6d35cc85be3965482cbbbba3f008001f0283c,149
e87c0b59bf5e72dc3a377ac899648235994bca68,9831
446f8875f141c0ee8e1203059eb01c451cc70c61,40050
0b2bb31992f1379e8074ba1880d893a65a106646,1087
8bef67a2e0e1e849be45efcda160205f883a1d8f,3052452
61702ad635bab4c86fe0b213219f66cfa9f453ea,101071
ac8f4d62a54c5cf3792a7c8acad26db7bac69c50,22758
309ca4fcf739274a690f938c43b80c5abe11e89e,8
fa30038c2ce8134045356ddf304718d6ac674e49,7640
0a2a118ba3de6739836d38955d98ff3a89cdea8c,3786
5d177a9b1003aa3b027ec39624ebbebc648f6167,6773
9f5e989d5d82387fbb849c26bfa2d844892fb626,8
72b37e2bbd1403c8de90e99a89501987d47f0d61,2
a6024a6376160a78017e3de94100aa8c95bd41a5,18
663dc6a5b3f25efb7b32f4749cab6f19f185563f,21
b90dc4942cb727f0d4740cea1707ec260cc6449c,690
b8071f8bc76889d7a0520eaa91add1360389b5d1,1657
a7e061079d5af41fae0385b7be5d003bb6520609,1369
817be7587b7b91149c1cc191e645e19c38ed420e,22732
fba94c1827c0deb6a9db6007290c4ebd293e3193,448
f42126df0e857447d14e630fcf927566d35cb777,257323
15725997dd578221709742e85ad9bcb253c2b370,4223
01d9ea6f64ba43f48d91c0b2bae28a095220f730,108285
ede4fd88617f93b986e2d36cb6c466284c8bbaf7,1474
7b400f3f73a7594f1eb8423913d2e511a22819d8,11074
6169018c33705d2c591c402761e5f9ac9b36ce55,6
598d23a4a5adbe3856906d25a87b1e05d8b0ac1c,151
6d36a0c20247e03337009f5354fe744d9712f03a,334
028b093102fbc5bcbeaeea2a69804d278f012729,4448
5796ca4b1fd1bf8da65707eb1b81623c470a050a,1452
b9374d5c2152a5142e29b1d9a1c037eeb1e72147,7274
19f8ff644c9ab9f88d00b11c2b6bc1fae2212f84,56304
3aa24b345e5c15e75527c36ad3fdde9a4a221060,277
3e31dc0ba4ebe9884c080a3ec261c8c051ce5d3c,6
7b1b0739414e7aff5cbb3aa187921c5ff1b82d15,11
655ef77092d1beb1f8a0389659b4f9a5012ced77,8338
46091deed96b1827979332c3d80242c1463bfb96,6373
50507512cbaf6d0119a29943c9ca85deb4057404,776591
9d85d0c25f01a14af177b9046a5795991a8c04a1,108166
53e711f7cee9f1f02908a48b6f4da5e8e26ade30,2187
b420dc37d345f1578cdea47523a3c4223633c7df,22
3de6738dbbfeb5f5dda0eae434e3ccef62aa4e8e,173
4fcb67bef1343951c81585d7f14b08e6adde35ec,7162
02a64d3d7334fadc2936f5d8968002fb992b562f,57
4e0a95f804b82f6f1bff14b6ce8d65b0f3f2b00e,13
067998af5d5020c43476d3b001cf4d28f2bc0a18,194322
0803dc9968d46b9dbddece6d4a11ce8f4d32b12b,48761
4f5fa4f0d83e077e03ea9b712fb8fee25503271f,12
75524b550d0356b7ca374da2873022bd1205af5c,6697
b87975a8893319c06d20da69b522db90b6e2fd52,48799
6d728c723d9b8475f995a02ca00501cad250085d,722
ee16b014b172d7aeb438f010614281af728b2b5b,6042
f929ebc73b8e75a9bd5688d557d4233fa65a9231,794
2ba32016dc903e9a8b8691b99be777d3d3b6ad63,42386
8fa790a71b08b721ed9c6c77fbf00665f57b4d48,7621
394b6389f01cde9eaeb4e60f0c9901fea0761126,120
37eed7c509fb5846c89ef37046df4b3cab299719,33
c7e1656c1140968f436c50fb03bb6a8e3776f55c,3
3816dffe184d1420f06a3a3a18ba442462c5fa6a,1067
9b0ced610f35adff2db9cc47206b49d14d1f30ac,86376
c25827f84544b6ea3004c7a354122284310c528b,11
c5398b3e0038a6b1fbdcb2fe298c47d46d96cb14,184
d7a580e0bf1d031f3daa0bf657055ec50e307cfd,8770
1aff5f6bf8932d6527db6f920065605d0898caa4,68603
559641390143fc3457f531aa44d795ce41f85d60,6885
7177e58d0b0d3302104b782d8cbe98ca6ca05539,1173
e03b54b3234147dc6152db67b8421ab1055c1699,3937
3f9ed76869c572b42641e4e22e5435bb10fa5e46,274942
a40fa1a25a285641f5e38ea8cdf56c73c68329cc,12
d7615e8b095582daf057cf2408e3c00b703f00aa,6327
faa03ec026a6a9ad14bdb92d15b1a6b3cf0768c8,50
f067d88dd125b075fbb86e55c66186db96b4cf42,456
d0441d58f8ec6cd734871fbe60b51c67d3b54f30,43
261204c98dc0274d22075790dc74b4d4b9fba89d,193
5c45403ad2258a2b4d52b80e1cdf8773dba1e417,17065
c9c4e3ab4311035a89cbb7d32bebe11221f7476a,68603
868f54780e2e5a58259b5d5217893e4d3b282f60,5205
ffae3807255269ff290bdf9fe62bc668feaade75,4
162483ee2b7ca1827b3b2da2ee6e71e49796a70f,930
cc771314e27ab666a5c3a2d4398d63aec6fa1a85,86
70f3ed09c5075d40dfc8af8bbd660d00b70b456f,2763
f8eb44bfd9a225b3144a9a4e4037aaebdb33b4e3,870
780fd64ccdd0fd655f21ec0743e642ba38344a4b,1
d763530ac90933798ba20c465006b0ad42e37a44,349
b88b1dd37ef2f286dc65a456461eb3ade06ddeda,24408
0698328d1ce17332fa8dbbb4eb3d28b71d963494,3063
9ff355150bcc621d8d44bfc17826190ca7f8deff,3357
7e5a5a2575496bac5f23a5f22020f19a87112286,398
393c87120dd24d387f2357f63d92a72f6b830be9,90257
57fa2724afec26c1b90ce705d385aa2b9cbcaefe,47240
3211a29d9b79f4809e77cb072f8a23ab26fec460,2513
7baee2822180db919e6754f04c0fa9bc8aaafe92,4
e2cc289c825460076565a43d08b581b20156319f,7621
71560225a97bb66b3bbac43fb373861190e0d43d,3634
403575f272e3d52e352073a0e323669b599ad75a,176727
a51b1687ba3488931687ec627bbb3307597580db,848
8a1b43be67e5fa46183b4cf694d8133220d8d64e,388
63a920e3725d02e64718a0cbf63e5b541b4471e6,3634
0e1cc663b3dfe509e530bd0c5239b9786be5b49d,368
ac257128da376ea9c7773fb10b0f58263dfab568,19304
42aaf728a93fde801f17e89254fa1139d2d4d1c8,14
57da5007e54a157af43fe1469228647e7061b3a9,58796
4b29ff64df57545e1db1106e4964fb16bbd02474,4508
000c38816d613e6183dbaf5deafdae8968bc6a17,166177
5a028fa5ede5e435f85c09d926640feb87a6c0ac,14607
f148061b9455e39d3b3e6f316a5c7d586e1aad88,23580
2b63c25a9519b5553d515e12eae108c48123805d,1860
bbfcfd0001e5380726b02d7e1cf705007c5743e2,247
cc5e1459a1ea236ce38dc94f39dfbb125e5ed507,744
9134be65e669f1e310565ca85152a10000a6954c,32
514f0cab5c1390cb6e5ff07bcb201f8d4f4e5ba4,8159
dde3f8479c20c80e806bc3e706e4caca2b2d5238,8013
4b138f846d61ecad1a80ba6f8f04621360923753,4700
bb1e256f5b24bb4fc4b64e1fa973f86a30e4bace,2440
23eca80556af5cd4c1de0bf3f63da249b90a1fbc,2282
35b64811e9a5713512c275a374c30716906e9311,314
f73dd3c958868c4bc29c69a0bc7a1a78bd6669a4,350402
3e47f42b5c18a787ec041cddaf2a515c360da217,239
152ee4740dd04bf25f4e3602d52156def3484f83,62
8ce4ac4d94c3f177c3da9d8071e7867a0d8dae07,82
0987162dec5c8db3401deb7aeef54d56ff364dbd,24365
0150c68e0015a5df9b9d037af5097e1d0b9dd324,185
c34ea0a384bb4fda398ea8ad8df3deab1af3b55f,111171
199cb9061fa13cfb728a0309fb6f1f87170c06c4,31040
272ac97b46e1fc389ed366cd4a1a8399558973cc,1007691
91af4e99aecb7df40581d2bc53b94d570a1f5c76,86
f3376c8f9781d75e1b5c3fc9169fb48b2dd65679,128007
3029ca51957d514c28c96a793371a24b8619e549,277011
657222ea112c2cd25153c6fad32a6718e23c4b77,13830
c8bb02141d2801c243ae65ba6800b07f090bb5c6,582470
aba5888a34b9743a4ae0efc6df858df59b6e9b95,253638
2868e9a6acc7688eeaf3b5a8199eddb3a263be6e,145187
3324351bf60d83d91f3ee8495653ca4b1b74a60f,886
b9697ed52e760112faf1d3b28843aafcf9f9dd45,121324
c1d9449a572757d3e316d7e88b7bce6618818074,32343
274b71dad69b36874bd90ea5b3505b7ba1e936ff,132102
8f3b055dca9814411427022baf290fa238eee6b6,228249
7de120a2ef8ad93ba9a0bd2f5d8f22af0bdc6677,444
3bfdd859e26c629c75f3be6df0b2f269e4128394,2984
6a58964065dd353cf94252d59bebb28fff1315b2,2411
ed6420b082a4e5e2fc0dae0aafbfaf0af5d34c07,5674
ac20c46e819754cbd1f4b9c1fc46ca15e7170686,662026
78204703b0eac6ea06ff99b4e498d6008273b903,3356
77390a8b76c70ed80617b595882e25c3851cf71d,181
53150088adb18293fd039699120ad2caf872e101,9107
ee4c1f702e57bfbd2d80586074f76058941aeb99,3
013efb71cbc93e76f5b36e17a44d1916162aacbe,1840993
a7ebd63387c617a8d7a518c659388b01a464b4ba,265
5e8f418d4154bf70a4959de49f823cb9efbcbb34,4447
42a66f6a728cca102e31e277fd325b053f25b5eb,318333
531ab41957d7181abec0b85e766a873ea2db96dd,55
5e0ef7071c07feb77af7c8f357a41a57d75e0c4e,16934
eb39463ac42cc9e7f289e499da761ac4794f4149,28
3c820d77a45804bd30be7530bf7a96b5826b297b,238
9bc1ce0b1a58fff538c36d22047a795120baabc6,24127
1e330fdd9e5f413eda4d1ca5cef3511209a1298d,66336
15db009e998fb0922a3ab9f84340668207939c8d,318817
27738154c3fd6a47e02c6a11413b5054cba1093f,1063817
1eed1671b9a01af67f84d8281d75e8959ab38a24,339157
bdfef60d60d78c5e7360fdabe80e70ea208e6078,330
a765021d5baacffd8ae7b1660db61640d3f2c8ac,1
236a4d71bea8f13fbab81149e579645801642739,569
fec6e017ebacd371cf0a0078bc0ddbcebf420ad1,491177
2d49c8d67de69c0420bf37a842a59c02cc36f7fe,16299
df313af40953259e6eec11043002f6e876457270,133699
b57700f16542ecedf41c798caabe3dad46694a1a,55406
a3e44373d092c0c7ef634b7f104ac9a385ac946a,1947
c8ebe2dc8a09405dd4865729d0cf5c21e43032f8,2483
1683fc7abd3d204408c3c857ff7612a56125ed7f,299046
3bdba0b4993bcfecf7482df557bdd67dbb9ee0b8,301
9beeac81234e5ccc4a383a091f8b64712f9f4210,542659
cff84e5329ea84b2e3a7103040b1d047181ee547,574506
120342d53730babb37f97c2aaab2453526289e22,1592
62842009bbcc91e414ec412e9431ccea4660490b,19536
32d0f6bce086e10bf31f3a326503e45b0f4d9ff0,77347
196436f73b266af0b7b395d7f8c41dca21eb892a,57614
e29174090a9f4e729844a8de6922c5c27ab4a3f8,634
ac8ada1a473177e9950e84aec3be10dea7db9f0d,1562
5fbf21698c985de5720309909307f4427469ec95,41855
f040a97f9d9c238125ee0c8e7213f24e736853fb,285
5a4ecf01343b74ae1b15b91fa445b6d3e526b06d,60406
3a163c193205d24385fdc95017abc6cd5b2c8f2c,68222
bb00be2dfe2f6ceefb34e11ed6c3afbb451e5c0a,422
